feature,importance
promien_planety,0.2547009829811648
stosunek_sygnal_szum,0.12493536446948368
czas_trwania,0.11233381082837143
okres_orbitalny,0.07880535409631557
temperatura_rownowagi,0.05293276764917727
log_grawitacji,0.03120697862888524
promien_gwiazdy,0.03013003642822114
temperatura_efektywna,0.028506508063767443
glebokosc_tranzytu,0.0218829064194765
parametr_zderzenia,0.019138223685888866
insolacja,0.017098031595008823
jasnosc_kepler,0.012791864092499638
